text,url,source_url,concatenated
Hell's Children,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HellsChildren,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/Literature,'Hell's Children':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HellsChildren'
Hellraiser,https://tvtropes.org/pmwiki/pmwiki.php/Film/Hellraiser,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/TabletopGames,'Hellraiser':'https://tvtropes.org/pmwiki/pmwiki.php/Film/Hellraiser'
Henchmen,https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Henchmen,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/ComicBooks,'Henchmen':'https://tvtropes.org/pmwiki/pmwiki.php/ComicBook/Henchmen'
Heroes,https://tvtropes.org/pmwiki/pmwiki.php/Series/Heroes,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/LiveActionTV,'Heroes':'https://tvtropes.org/pmwiki/pmwiki.php/Series/Heroes'
Heroes Save the World,https://tvtropes.org/pmwiki/pmwiki.php/Literature/HeroesSaveTheWorld,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/WebOriginal,'Heroes Save the World':'https://tvtropes.org/pmwiki/pmwiki.php/Literature/HeroesSaveTheWorld'
Hetalia: Axis Powers,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/HetaliaAxisPowers,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/FanWorks,'Hetalia: Axis Powers':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/HetaliaAxisPowers'
Hey! Pikmin,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HeyPikmin,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Hey! Pikmin':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HeyPikmin'
Higurashi: When They Cry,https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/HigurashiWhenTheyCry,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/AnimeAndManga,'Higurashi: When They Cry':'https://tvtropes.org/pmwiki/pmwiki.php/VisualNovel/HigurashiWhenTheyCry'
Homestar Runner,https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/HomestarRunner,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/WebOriginal,'Homestar Runner':'https://tvtropes.org/pmwiki/pmwiki.php/WebAnimation/HomestarRunner'
Homestuck,https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Homestuck,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/FanWorks,'Homestuck':'https://tvtropes.org/pmwiki/pmwiki.php/Webcomic/Homestuck'
Hordes,https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Hordes,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/TabletopGames,'Hordes':'https://tvtropes.org/pmwiki/pmwiki.php/TabletopGame/Hordes'
Horizon Forbidden West,https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HorizonForbiddenWest,https://tvtropes.org/pmwiki/pmwiki.php/BodyHorror/VideoGames,'Horizon Forbidden West':'https://tvtropes.org/pmwiki/pmwiki.php/VideoGame/HorizonForbiddenWest'
